"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]","Nivel","Operands"
"310","Materias primas A","Materias primas A","Asset","D","No","Yes",,"A.B.II.2","C",
"3100","Materias primas A","Materias primas A","Asset","D","No","Yes",,"310","D",
"311","Materias primas B","Materias primas B","Asset","D","No","Yes",,"A.B.II.2","C",
"3110","Materias primas B","Materias primas B","Asset","D","No","Yes",,"311","D",
"320","Elementos y conjuntos incorporables","Elementos y conjuntos incorporables","Asset","D","No","Yes",,"A.B.II.2","C",
"3200","Elementos y conjuntos incorporables","Elementos y conjuntos incorporables","Asset","D","No","Yes",,"320","D",
"321","Combustibles","Combustibles","Asset","D","No","Yes",,"A.B.II.2","C",
"3210","Combustibles","Combustibles","Asset","D","No","Yes",,"321","D",
"322","Repuestos","Repuestos","Asset","D","No","Yes",,"A.B.II.2","C",
"3220","Repuestos","Repuestos","Asset","D","No","Yes",,"322","D",
"325","Materiales diversos","Materiales diversos","Asset","D","No","Yes",,"A.B.II.2","C",
"3250","Materiales diversos","Materiales diversos","Asset","D","No","Yes",,"325","D",
"326","Embalajes","Embalajes","Asset","D","No","Yes",,"A.B.II.2","C",
"3260","Embalajes","Embalajes","Asset","D","No","Yes",,"326","D",
"327","Envases","Envases","Asset","D","No","Yes",,"A.B.II.2","C",
"3270","Envases","Envases","Asset","D","No","Yes",,"327","D",
"328","Material de oficina","Material de oficina","Asset","D","No","Yes",,"A.B.II.2","C",
"3280","Material de oficina","Material de oficina","Asset","D","No","Yes",,"328","D",
"391","Deterioro de valor de las materias primas","Deterioro de valor de las materias primas","Asset","D","No","Yes",,"A.B.II.2","C",
"3910","Deterioro de valor de las materias primas","Deterioro de valor de las materias primas","Asset","D","No","Yes",,"391","D",
"392","Deterioro de valor de otros aprovi sionamientos","Deterioro de valor de otros aprovi sionamientos","Asset","D","No","Yes",,"A.B.II.2","C",
"3920","Deterioro de valor de otros aprovi sionamientos","Deterioro de valor de otros aprovi sionamientos","Asset","D","No","Yes",,"392","D",
"A.B.II.3","3. PRODUCTOS EN CURSO","3. PRODUCTOS EN CURSO","Asset","D","No","Yes",,"A.B.II","E",
"330","Productos en curso A","Productos en curso A","Asset","D","No","Yes",,"A.B.II.3","C",
"3300","Productos en curso A","Productos en curso A","Asset","D","No","Yes",,"330","D",
"331","Productos en curso B","Productos en curso B","Asset","D","No","Yes",,"A.B.II.3","C",
"3310","Productos en curso B","Productos en curso B","Asset","D","No","Yes",,"331","D",
"340","Productos semiterminados A","Productos semiterminados A","Asset","D","No","Yes",,"A.B.II.3","C",
"3400","Productos semiterminados A","Productos semiterminados A","Asset","D","No","Yes",,"340","D",
"341","Productos semiterminados B","Productos semiterminados B","Asset","D","No","Yes",,"A.B.II.3","C",
"3410","Productos semiterminados B","Productos semiterminados B","Asset","D","No","Yes",,"341","D",
"393","Deterioro de valor de los productos en curso","Deterioro de valor de los productos en curso","Asset","D","No","Yes",,"A.B.II.3","C",
"3930","Deterioro de valor de los productos en curso","Deterioro de valor de los productos en curso","Asset","D","No","Yes",,"393","D",
"394","Deterioro de valor de los productos semiterminados","Deterioro de valor de los productos semiterminados","Asset","D","No","Yes",,"A.B.II.3","C",
"3940","Deterioro de valor de los productos semiterminados","Deterioro de valor de los productos semiterminados","Asset","D","No","Yes",,"394","D",
"A.B.II.4","4. PRODUCTOS TERMINADOS","4. PRODUCTOS TERMINADOS","Asset","D","No","Yes",,"A.B.II","E",
"350","Productos terminados A","Productos terminados A","Asset","D","No","Yes",,"A.B.II.4","C",
"3500","Productos terminados A","Productos terminados A","Asset","D","No","Yes",,"350","D",
"351","Productos terminados B","Productos terminados B","Asset","D","No","Yes",,"A.B.II.4","C",
"3510","Productos terminados B","Productos terminados B","Asset","D","No","Yes",,"351","D",
"395","Deterioro de valor de los productos terminados","Deterioro de valor de los productos terminados","Asset","D","No","Yes",,"A.B.II.4","C",
"3950","Deterioro de valor de los productos terminados","Deterioro de valor de los productos terminados","Asset","D","No","Yes",,"395","D",
"A.B.II.5","5. SUBPRODUCTOS. RESIDUOS Y MATERIALES RECUPERADOS","5. SUBPRODUCTOS. RESIDUOS Y MATERIALES RECUPERADOS","Asset","D","No","Yes",,"A.B.II","E",
"360","Subproductos A","Subproductos A","Asset","D","No","Yes",,"A.B.II.5","C",
"3600","Subproductos A","Subproductos A","Asset","D","No","Yes",,"360","D",
"361","Subproductos B","Subproductos B","Asset","D","No","Yes",,"A.B.II.5","C",
"3610","Subproductos B","Subproductos B","Asset","D","No","Yes",,"361","D",
"365","Residuos A","Residuos A","Asset","D","No","Yes",,"A.B.II.5","C",
"3650","Residuos A","Residuos A","Asset","D","No","Yes",,"365","D",
"366","Residuos B","Residuos B","Asset","D","No","Yes",,"A.B.II.5","C",
"3660","Residuos B","Residuos B","Asset","D","No","Yes",,"366","D",
"368","Materiales recuperados A","Materiales recuperados A","Asset","D","No","Yes",,"A.B.II.5","C",
"3680","Materiales recuperados A","Materiales recuperados A","Asset","D","No","Yes",,"368","D",
"369","Materiales recuperados B","Materiales recuperados B","Asset","D","No","Yes",,"A.B.II.5","C",
"3690","Materiales recuperados B","Materiales recuperados B","Asset","D","No","Yes",,"369","D",
"396","Deterioro de valor de los subproductos. residuos y materiales recuperados","Deterioro de valor de los subproductos. residuos y materiales recuperados","Asset","D","No","Yes",,"A.B.II.5","C",
"3960","Deterioro de valor de los subproductos. residuos y materiales recuperados","Deterioro de valor de los subproductos. residuos y materiales recuperados","Asset","D","No","Yes",,"396","D",
"A.B.II.6","6. ANTICIPOS A PROVEEDORES","6. ANTICIPOS A PROVEEDORES","Asset","D","No","Yes",,"A.B.II","E",
"407","Anticipos a proveedores","Anticipos a proveedores","Asset","D","No","Yes",,"A.B.II.6","C",
"4070","Anticipos a proveedores","Anticipos a proveedores","Asset","D","No","Yes",,"407","D",
"A.B.III","III. DEUDORES COMERCIALES Y OTRAS CUENTAS POR COBRAR","III. DEUDORES COMERCIALES Y OTRAS CUENTAS POR COBRAR","Asset","D","No","Yes",,"A.B","E",
"A.B.III.1","1. CLIENTES POR VENTAS Y PRESTACIONES DE SERVICIOS","1. CLIENTES POR VENTAS Y PRESTACIONES DE SERVICIOS","Asset","D","No","Yes",,"A.B.III","E",
"430","Clientes","Clientes","Asset","D","No","Yes",,"A.B.III.1","C",
"4300","Clientes (euros)","Clientes (euros)","Asset","D","No","Yes",,"430","D",
"4304","Clientes (moneda extranjera)","Clientes (moneda extranjera)","Asset","D","No","Yes",,"430","D",
"4309","Clientes. facturas pendientes de formalizar","Clientes. facturas pendientes de formalizar","Asset","D","No","Yes",,"430","D",
"431","Clientes. efectos comerciales a cobrar","Clientes. efectos comerciales a cobrar","Asset","D","No","Yes",,"A.B.III.1","C",
"4310","Efectos comerciales en cartera","Efectos comerciales en cartera","Asset","D","No","Yes",,"431","D",
"4311","Efectos comerciales descontados","Efectos comerciales descontados","Asset","D","No","Yes",,"431","D",
"4312","Efectos comerciales en gestión de cobro","Efectos comerciales en gestión de cobro","Asset","D","No","Yes",,"431","D",
"4315","Efectos comerciales impagados","Efectos comerciales impagados","Asset","D","No","Yes",,"431","D",
"432","Clientes. operaciones de “factoring”","Clientes. operaciones de “factoring”","Asset","D","No","Yes",,"A.B.III.1","C",
"4320","Clientes. operaciones de “factoring”","Clientes. operaciones de “factoring”","Asset","D","No","Yes",,"432","D",
"435","Clientes. otras partes vinculadas","Clientes. otras partes vinculadas","Asset","D","No","Yes",,"A.B.III.1","C",
"4350","Clientes. otras partes vinculadas","Clientes. otras partes vinculadas","Asset","D","No","Yes",,"435","D",
"436","Clientes de dudoso cobro","Clientes de dudoso cobro","Asset","D","No","Yes",,"A.B.III.1","C",
"4360","Clientes de dudoso cobro","Clientes de dudoso cobro","Asset","D","No","Yes",,"436","D",
"437","Envases y embalajes a devolver por clientes","Envases y embalajes a devolver por clientes","Asset","D","No","Yes",,"A.B.III.1","C",
"4370","Envases y embalajes a devolver por clientes","Envases y embalajes a devolver por clientes","Asset","D","No","Yes",,"437","D",
"490","Deterioro de valor de créditos por operaciones comerciales","Deterioro de valor de créditos por operaciones comerciales","Asset","D","No","Yes",,"A.B.III.1","C",
"4900","Deterioro de valor de créditos por operaciones comerciales","Deterioro de valor de créditos por operaciones comerciales","Asset","D","No","Yes",,"490","D",
"493A","Deterioro de valor de créditos por operaciones comerciales con partes vinculadas","Deterioro de valor de créditos por operaciones comerciales con partes vinculadas","Asset","D","No","Yes",,"A.B.III.1","C",
"4935","Deterioro de valor de créditos por operaciones comerciales con otras partes vinculadas","Deterioro de valor de créditos por operaciones comerciales con otras partes vinculadas","Asset","D","No","Yes",,"493A","D",
"A.B.III.2","2. CLIENTES. EMPRESAS DEL GRUPO Y ASOCIADAS","2. CLIENTES. EMPRESAS DEL GRUPO Y ASOCIADAS","Asset","D","No","Yes",,"A.B.III","E",
"433","Clientes. empresas del grupo","Clientes. empresas del grupo","Asset","D","No","Yes",,"A.B.III.2","C",
"4330","Clientes empresas del grupo (euros)","Clientes empresas del grupo (euros)","Asset","D","No","Yes",,"433","D",
"4331","Efectos comerciales a cobrar. empresas del grupo","Efectos comerciales a cobrar. empresas del grupo","Asset","D","No","Yes",,"433","D",
"4332","Clientes empresas del grupo. operaciones de “factoring”","Clientes empresas del grupo. operaciones de “factoring”","Asset","D","No","Yes",,"433","D",
"4334","Clientes empresas del grupo (moneda extranjera)","Clientes empresas del grupo (moneda extranjera)","Asset","D","No","Yes",,"433","D",
"4336","Clientes empresas del grupo de dudoso cobro","Clientes empresas del grupo de dudoso cobro","Asset","D","No","Yes",,"433","D",
"4337","Envases y embalajes a devolver a clientes. empresas del grupo","Envases y embalajes a devolver a clientes. empresas del grupo","Asset","D","No","Yes",,"433","D",
"4339","Clientes empresas del grupo. facturas pendientes de formalizar","Clientes empresas del grupo. facturas pendientes de formalizar","Asset","D","No","Yes",,"433","D",
"434","Clientes. empresas asociadas","Clientes. empresas asociadas","Asset","D","No","Yes",,"A.B.III.2","C",
"4340","Clientes. empresas asociadas","Clientes. empresas asociadas","Asset","D","No","Yes",,"434","D",
"493B","Deterioro de valor de créditos por operaciones comerciales con partes vinculadas","Deterioro de valor de créditos por operaciones comerciales con partes vinculadas","Asset","D","No","Yes",,"A.B.III.2","C",
"4933","Deterioro de valor de créditos por operaciones comerciales con empresas del grupo","Deterioro de valor de créditos por operaciones comerciales con empresas del grupo","Asset","D","No","Yes",,"493B","D",
"4934","Deterioro de valor de créditos por operaciones comerciales con empresas asociadas","Deterioro de valor de créditos por operaciones comerciales con empresas asociadas","Asset","D","No","Yes",,"493B","D",
"A.B.III.3","3. DEUDORES VARIOS","3. DEUDORES VARIOS","Asset","D","No","Yes",,"A.B.III","E",
"440","Deudores","Deudores","Asset","D","No","Yes",,"A.B.III.3","C",
"4400","Deudores (euros)","Deudores (euros)","Asset","D","No","Yes",,"440","D",
"4404","Deudores (moneda extranjera)","Deudores (moneda extranjera)","Asset","D","No","Yes",,"440","D",
"4409","Deudores. facturas pendientes de formalizar","Deudores. facturas pendientes de formalizar","Asset","D","No","Yes",,"440","D",
"441","Deudores. efectos comerciales a cobrar","Deudores. efectos comerciales a cobrar","Asset","D","No","Yes",,"A.B.III.3","C",
"4410","Deudores. efectos comerciales en cartera","Deudores. efectos comerciales en cartera","Asset","D","No","Yes",,"441","D",
"4411","Deudores. efectos comerciales descontados","Deudores. efectos comerciales descontados","Asset","D","No","Yes",,"441","D",
"4412","Deudores. efectos comerciales en gestión de cobro","Deudores. efectos comerciales en gestión de cobro","Asset","D","No","Yes",,"441","D",
"4415","Deudores. efectos comerciales impagados","Deudores. efectos comerciales impagados","Asset","D","No","Yes",,"441","D",
"446","Deudores de dudoso cobro","Deudores de dudoso cobro","Asset","D","No","Yes",,"A.B.III.3","C",
"4460","Deudores de dudoso cobro","Deudores de dudoso cobro","Asset","D","No","Yes",,"446","D",
"449","Deudores por operaciones en común","Deudores por operaciones en común","Asset","D","No","Yes",,"A.B.III.3","C",
"4490","Deudores por operaciones en común","Deudores por operaciones en común","Asset","D","No","Yes",,"449","D",
"553A","Cuentas corrientes en fusiones y escisiones","Cuentas corrientes en fusiones y escisiones","Asset","D","No","Yes",,"A.B.III.3","C",
"5531","Socios. cuenta de fusión","Socios. cuenta de fusión","Asset","D","No","Yes",,"553A","D",
"5533","Socios. cuenta de escisión","Socios. cuenta de escisión","Asset","D","No","Yes",,"553A","D",
"A.B.III.4","4. PERSONAL","4. PERSONAL","Asset","D","No","Yes",,"A.B.III","E",
"460","Anticipos de remuneraciones","Anticipos de remuneraciones","Asset","D","No","Yes",,"A.B.III.4","C",
"4600","Anticipos de remuneraciones","Anticipos de remuneraciones","Asset","D","No","Yes",,"460","D",
"544","Créditos a corto plazo al personal","Créditos a corto plazo al personal","Asset","D","No","Yes",,"A.B.III.4","C",
"5440","Créditos a corto plazo al personal","Créditos a corto plazo al personal","Asset","D","No","Yes",,"544","D",
"A.B.III.5","5. ACTIVOS POR IMPUESTO CORRIENTE","5. ACTIVOS POR IMPUESTO CORRIENTE","Asset","D","No","Yes",,"A.B.III","E",
"470A","Hacienda Pública, deudora por diversos conceptos","Hacienda Pública, deudora por diversos conceptos","Asset","D","No","Yes",,"A.B.III.5","C",
"4709","Hacienda Pública. deudora por devolución de impuestos","Hacienda Pública. deudora por devolución de impuestos","Asset","D","No","Yes",,"470A","D",
"A.B.III.6","6. OTROS CREDITOS CON LAS ADMINISTRACIONES PUBLICAS","6. OTROS CREDITOS CON LAS ADMINISTRACIONES PUBLICAS","Asset","D","No","Yes",,"A.B.III","E",
"470B","Hacienda Pública, deudora por diversos conceptos","Hacienda Pública, deudora por diversos conceptos","Asset","D","No","Yes",,"A.B.III.6","C",
"4700","Hacienda Pública. deudora por IVA","Hacienda Pública. deudora por IVA","Asset","D","No","Yes",,"470B","D",
"4708","Hacienda Pública. deudora por subvenciones concedidas","Hacienda Pública. deudora por subvenciones concedidas","Asset","D","No","Yes",,"470B","D",
"471","Organismos de la Seguridad Social. deudores","Organismos de la Seguridad Social. deudores","Asset","D","No","Yes",,"A.B.III.6","C",
"4710","Organismos de la Seguridad Social. deudores","Organismos de la Seguridad Social. deudores","Asset","D","No","Yes",,"471","D",
"472","Hacienda Pública. IVA soportado","Hacienda Pública. IVA soportado","Asset","D","No","Yes",,"A.B.III.6","C",
"4720","Hacienda Pública. IVA soportado","Hacienda Pública. IVA soportado","Asset","D","No","Yes",,"472","D",
"473","Hacienda Pública. Retenciones y pagos a cuenta","Hacienda Pública. Retenciones y pagos a cuenta","Asset","D","No","Yes",,"A.B.III.6","C",
